symbol,fundingTime,fundingRate,Day
BTCBUSD,1610380800000,0.00010000,2021-01-11 16:00:00
BTCBUSD,1610409600000,0.00010000,2021-01-12 00:00:00
BTCBUSD,1610438400000,0.00010000,2021-01-12 08:00:00
BTCBUSD,1610467200000,0.00010000,2021-01-12 16:00:00
BTCBUSD,1610496000000,0.00010000,2021-01-13 00:00:00
BTCBUSD,1610524800000,0.00010000,2021-01-13 08:00:00
BTCBUSD,1610553600000,0.00010000,2021-01-13 16:00:00
BTCBUSD,1610582400000,0.00010000,2021-01-14 00:00:00
BTCBUSD,1610611200000,0.00010000,2021-01-14 08:00:00
BTCBUSD,1610640000000,0.00010000,2021-01-14 16:00:00
BTCBUSD,1610668800000,0.00010000,2021-01-15 00:00:00
BTCBUSD,1610697600000,0.00010000,2021-01-15 08:00:00
BTCBUSD,1610726400000,0.00010000,2021-01-15 16:00:00
BTCBUSD,1610755200000,0.00010000,2021-01-16 00:00:00
BTCBUSD,1610784000000,0.00010000,2021-01-16 08:00:00
BTCBUSD,1610812800000,0.00010000,2021-01-16 16:00:00
BTCBUSD,1610841600000,0.00010000,2021-01-17 00:00:00
BTCBUSD,1610870400000,0.00010000,2021-01-17 08:00:00
BTCBUSD,1610899200000,0.00010000,2021-01-17 16:00:00
BTCBUSD,1610928000000,0.00010000,2021-01-18 00:00:00
BTCBUSD,1610956800000,0.00010000,2021-01-18 08:00:00
BTCBUSD,1610985600000,0.00010000,2021-01-18 16:00:00
BTCBUSD,1611014400000,0.00010000,2021-01-19 00:00:00
BTCBUSD,1611043200000,0.00010000,2021-01-19 08:00:00
BTCBUSD,1611072000000,0.00010000,2021-01-19 16:00:00
BTCBUSD,1611100800000,0.00010000,2021-01-20 00:00:00
BTCBUSD,1611129600000,0.00010000,2021-01-20 08:00:00
BTCBUSD,1611158400000,0.00010000,2021-01-20 16:00:00
BTCBUSD,1611187200000,0.00010000,2021-01-21 00:00:00
BTCBUSD,1611216000000,0.00010000,2021-01-21 08:00:00
BTCBUSD,1611244800000,0.00010000,2021-01-21 16:00:00
BTCBUSD,1611273600000,0.00010000,2021-01-22 00:00:00
BTCBUSD,1611302400000,0.00010000,2021-01-22 08:00:00
BTCBUSD,1611331200000,0.00002500,2021-01-22 16:00:00
BTCBUSD,1611360000000,0.00010000,2021-01-23 00:00:00
BTCBUSD,1611388800000,0.00010000,2021-01-23 08:00:00
BTCBUSD,1611417600000,0.00010000,2021-01-23 16:00:00
BTCBUSD,1611446400000,0.00010000,2021-01-24 00:00:00
BTCBUSD,1611475200000,0.00010000,2021-01-24 08:00:00
BTCBUSD,1611504000000,0.00010000,2021-01-24 16:00:00
BTCBUSD,1611532800000,0.00010000,2021-01-25 00:00:00
BTCBUSD,1611561600000,0.00010000,2021-01-25 08:00:00
BTCBUSD,1611590400000,0.00010000,2021-01-25 16:00:00
BTCBUSD,1611619200000,0.00010000,2021-01-26 00:00:00
BTCBUSD,1611648000000,0.00010000,2021-01-26 08:00:00
BTCBUSD,1611676800000,0.00010000,2021-01-26 16:00:00
BTCBUSD,1611705600000,0.00000901,2021-01-27 00:00:00
BTCBUSD,1611734400000,-0.00014267,2021-01-27 08:00:00
BTCBUSD,1611763200000,0.00010000,2021-01-27 16:00:00
BTCBUSD,1611792000000,-0.00004385,2021-01-28 00:00:00
BTCBUSD,1611820800000,0.00008128,2021-01-28 08:00:00
BTCBUSD,1611849600000,-0.00002473,2021-01-28 16:00:00
BTCBUSD,1611878400000,-0.00037493,2021-01-29 00:00:00
BTCBUSD,1611907200000,0.00005701,2021-01-29 08:00:00
BTCBUSD,1611936000000,0.00010000,2021-01-29 16:00:00
BTCBUSD,1611964800000,0.00010000,2021-01-30 00:00:00
