Open time,Day,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,,spot,,basis,fundingRate,,,,,
1.57E+12,10/6/2019 23:00,7840.89,7872.3,7798.94,7852.79,2670.56,1.57E+12,20934586.07,5001,1231.149,9650463.1,0,,7854.25,-1.46000297,0.999814113,0,0,1,-0.446255271,,
1.57E+12,10/7/2019 0:00,7851.01,7863.19,7764.42,7812.01,4805.636,1.57E+12,37501877.31,6582,2361.542,18427234.31,0,,7817.71,-5.700001809,0.999270886,-0.00005063,0,1,-0.979041133,,
1.57E+12,10/7/2019 1:00,7811.82,7826.88,7775,7808.37,1536.202,1.57E+12,11980246.19,3547,621.004,4842566.061,0,,7813.45,-5.080000465,0.999349839,0,0,1,-0.901605656,,
1.57E+12,10/7/2019 2:00,7808.29,7839.33,7787.57,7813.61,1228.051,1.57E+12,9599996.263,2884,479.391,3747986.194,0,,7819.67,-6.06000184,0.999225031,0,0,1,-1.024014774,,
1.57E+12,10/7/2019 3:00,7813.81,7900.95,7812.95,7859.27,2878.233,1.57E+12,22636233.01,5111,1259.214,9902717.898,0,,7864.91,-5.639997745,0.999282891,0,0,1,-0.967266876,,
1.57E+12,10/7/2019 4:00,7859.46,7874.12,7824.13,7828.16,1081.852,1.57E+12,8494182.276,2941,430.257,3379257.343,0,,7837,-8.840002771,0.998872017,0,0,1,-1.37024364,,
1.57E+12,10/7/2019 5:00,7830.31,7840.53,7800.82,7833.68,1802.487,1.57E+12,14092989.47,3691,844.209,6600105.814,0,,7836.7,-3.019997732,0.999614634,0,0,1,-0.641900169,,
1.57E+12,10/7/2019 6:00,7833.68,7843.84,7796.54,7820.97,1385.006,1.57E+12,10829857.37,3204,579.698,4532628.658,0,,7824.73,-3.760001857,0.999519472,0,0,1,-0.7352331,,
1.57E+12,10/7/2019 7:00,7820.06,7876,7820.06,7862,1704.592,1.57E+12,13385799.68,3395,792.619,6224327.439,0,,7866.88,-4.879998735,0.999379678,0,0,1,-0.872340179,,
1.57E+12,10/7/2019 8:00,7862,7931.06,7862,7883.75,1997.34,1.57E+12,15761706.21,4624,910.067,7181326.454,0,,7887.15,-3.400000509,0.999568919,-0.00020006,0,1,-0.6867365,,
1.57E+12,10/7/2019 9:00,7881.45,7938.84,7866.5,7918.79,2164.073,1.57E+12,17103486.04,4388,1111.498,8784587.839,0,,7923.76,-4.969996214,0.999372773,0,0,1,-0.879112461,,
1.57E+12,10/7/2019 10:00,7917.06,8225,7917.06,7984.64,6642.683,1.57E+12,53221895.95,10347,3499.467,28133216.8,0,,7996,-11.35999716,0.99857929,0,0,1,-1.657344257,,
1.57E+12,10/7/2019 11:00,7990,8027.84,7970,7975.99,2150.627,1.57E+12,17201291.77,4865,954.372,7633859.494,0,,7984.8,-8.809997141,0.998896654,0,0,1,-1.346080177,,
1.57E+12,10/7/2019 12:00,7975.51,8135.82,7975.2,8100,5698.351,1.57E+12,46028019.74,8916,2890.458,23349584.05,0,,8110,-10.00000306,0.998766954,0,0,1,-1.473287268,,
1.57E+12,10/7/2019 13:00,8099.76,8330,8099.76,8144,3927.003,1.57E+12,32064150.1,8765,2346.068,19178693.04,0,,8144.28,-0.280000346,0.99996562,0,0,1,-0.297660324,,
1.57E+12,10/7/2019 14:00,8144.07,8168.85,8108,8147,1899.958,1.57E+12,15456224.17,4012,851.96,6932780.821,0,,8150.76,-3.760002643,0.999538693,0,0,1,-0.716381539,,
1.57E+12,10/7/2019 15:00,8147,8220,8135.64,8174.58,4155.706,1.57E+12,33953209.96,6164,2097.819,17138862.43,0,,8176.93,-2.35000062,0.999712606,0,0,1,-0.545811248,,
1.57E+12,10/7/2019 16:00,8173.58,8239.23,8133.52,8227.46,3557.657,1.57E+12,29140096.44,6384,1687.251,13820978.49,0,,8232.21,-4.750001634,0.999422998,-0.00024859,0,1,-0.829852814,,
1.57E+12,10/7/2019 17:00,8227.5,8281,8198.91,8270.01,3076.223,1.57E+12,25344594.86,6149,1539.224,12684731.57,0,,8263.93,6.079996427,1.000735727,0,0,0,0.457644773,,
1.57E+12,10/7/2019 18:00,8264.61,8307.22,8209.4,8229.1,3000.648,1.57E+12,24788686.96,5360,1640.001,13547710.66,0,,8232.03,-2.930001742,0.999644073,0,0,1,-0.613027004,,
1.57E+12,10/7/2019 19:00,8229.23,8242.02,8207.11,8208.75,1519.195,1.57E+12,12487868.93,2191,701.218,5763879.353,0,,8211,-2.250002853,0.999725977,0,0,1,-0.532697246,,
1.57E+12,10/7/2019 20:00,8208.75,8239,8175,8194.19,1875.274,1.57E+12,15391706.38,2682,927.388,7610431.841,0,,8197.82,-3.630002894,0.999557199,0,0,1,-0.698231235,,
1.57E+12,10/7/2019 21:00,8194.56,8210.41,8175,8188.82,1209.254,1.57E+12,9905634.563,2664,430.945,3530441.756,0,,8191.87,-3.049997038,0.99962768,0,0,1,-0.629104921,,
1.57E+12,10/7/2019 22:00,8188.81,8239,8188.33,8227.48,1577.474,1.57E+12,12950237.28,3015,787.534,6465485.435,0,,8230.45,-2.969999035,0.999639145,0,0,1,-0.617860285,,
1.57E+12,10/7/2019 23:00,8227.48,8249.89,8181.05,8186.88,1886.774,1.57E+12,15502447.89,3519,804.233,6606813.476,0,,8190.09,-3.209999304,0.999608063,0,0,1,-0.648344871,,
1.57E+12,10/8/2019 0:00,8188.55,8227.22,8188.04,8225.79,1336.364,1.57E+12,10971758.59,2786,756.857,6213211.225,0,,8228.02,-2.229999121,0.999728975,0.0001,0,1,-0.52975687,,
1.57E+12,10/8/2019 1:00,8225.56,8283.5,8213.86,8279.73,2394.127,1.57E+12,19745511.11,3867,1074.584,8863805.985,0,,8282.93,-3.200002327,0.999613663,0,0,1,-0.642852506,,
1.57E+12,10/8/2019 2:00,8279.77,8322.01,8260.02,8262.69,2723.176,1.57E+12,22579811.37,4382,1289.03,10687004.51,0,,8264.68,-1.990002709,0.999759216,0,0,1,-0.500097119,,
1.57E+12,10/8/2019 3:00,8262.82,8277.99,8236.9,8255.9,1565.501,1.57E+12,12924099.53,2645,1081.622,8929587.52,0,,8258.79,-2.889998385,0.99965007,0,0,1,-0.60714527,,
1.57E+12,10/8/2019 4:00,8257.01,8284.78,8214.41,8220.74,1859.805,1.57E+12,15328921.34,3706,746.142,6148476.285,0,,8223.65,-2.909996118,0.999646143,0,0,1,-0.610996791,,
1.57E+12,10/8/2019 5:00,8221.66,8253.12,8201.98,8244.54,2021.183,1.57E+12,16621795.23,3622,910.72,7489589.777,0,,8246.6,-2.06000068,0.9997502,0,0,1,-0.508939826,,
1.57E+12,10/8/2019 6:00,8244.55,8257.45,8220.18,8236.28,1344.321,1.57E+12,11070622.63,2679,463.096,3814909.623,0,,8240.94,-4.659996101,0.999434531,0,0,1,-0.818541485,,
1.57E+12,10/8/2019 7:00,8237.38,8237.88,8195,8206.24,1437.558,1.57E+12,11813956.81,2959,752.579,6184280.188,0,,8202.82,3.420001743,1.00041693,0,0,0,0.144975236,,
1.57E+12,10/8/2019 8:00,8206.24,8207.85,8132.27,8167.2,3726.45,1.57E+12,30415014.64,5528,1741.84,14215404.42,0,,8166.41,0.790002171,1.000096738,0.0001,0,1,-0.169062488,,
1.57E+12,10/8/2019 9:00,8167.46,8175.11,8134.18,8169.2,1458.626,1.57E+12,11898425.8,3116,617.915,5039983.547,0,,8169.51,-0.310000226,0.999962054,0,0,1,-0.301157783,,
1.57E+12,10/8/2019 10:00,8169.58,8205.06,8153.43,8165.26,2200.362,1.57E+12,18007863.03,4240,1170.92,9582236.212,0,,8164.45,0.810003249,1.000099211,0,0,1,-0.16663702,,
1.57E+12,10/8/2019 11:00,8165.26,8191.5,8154.98,8177.48,1438.326,1.57E+12,11760024.67,2958,579.002,4734323.832,0,,8179,-1.520001718,0.999814158,0,0,1,-0.446211136,,
1.57E+12,10/8/2019 12:00,8176.64,8222,8132,8222,2824.303,1.57E+12,23105290.12,5166,1314.76,10757410.17,0,,8227.53,-5.530002649,0.999327866,0,0,1,-0.923156322,,
1.57E+12,10/8/2019 13:00,8222.5,8242.52,8190.01,8198.03,2102.781,1.57E+12,17267382.1,4356,984.534,8084506.611,0,,8200,-1.9700008,0.999759756,0,0,1,-0.499567498,,
1.57E+12,10/8/2019 14:00,8197.36,8197.43,8155,8185.11,1869.183,1.57E+12,15289406.77,3596,932.134,7624744.462,0,,8188.84,-3.730000242,0.999544502,0,0,1,-0.710684192,,
1.57E+12,10/8/2019 15:00,8185.03,8217.84,8175.08,8182.46,1543.226,1.57E+12,12650153.28,3518,763.276,6258263.821,0,,8185.81,-3.350001813,0.999590755,0,0,1,-0.665320201,,
1.57E+12,10/8/2019 16:00,8183.46,8206,8157.05,8168.32,1739.238,1.57E+12,14226283.37,3696,914.627,7481285.391,0,,8167.01,1.309996571,1.000160401,0.0001,0,1,-0.106623128,,
1.57E+12,10/8/2019 17:00,8168.39,8182.44,8160.02,8171.89,1443.093,1.57E+12,11793113.14,2831,651.189,5321258.655,0,,8174.24,-2.350004083,0.999712511,0,0,1,-0.545904422,,
1.57E+12,10/8/2019 18:00,8171.83,8192.68,8157.82,8182.12,1311.825,1.57E+12,10722036.43,2843,491.187,4015235.784,0,,8184.53,-2.410000335,0.999705542,0,0,1,-0.552739474,,
1.57E+12,10/8/2019 19:00,8183.77,8200,8161.74,8163.54,1417.677,1.57E+12,11591915.55,1916,650.702,5318434.069,0,,8163.38,0.160002248,1.0000196,0,0,1,-0.244717851,,
1.57E+12,10/8/2019 20:00,8165.06,8184,8103.88,8125.18,2075.24,1.57E+12,16900968.84,3208,976.008,7945424.521,0,,8126.83,-1.649998422,0.999796969,0,0,1,-0.463069754,,
1.57E+12,10/8/2019 21:00,8125.17,8159.85,8123,8159.24,1275.104,1.57E+12,10384161.12,2851,472.241,3845486.353,0,,8163.03,-3.789996873,0.999535712,0,0,1,-0.719305243,,
1.57E+12,10/8/2019 22:00,8159.49,8206,8150.98,8189.49,1910.239,1.57E+12,15625087.33,3218,792.704,6483279.478,0,,8191.17,-1.680000776,0.999794901,0,0,1,-0.465098006,,
1.57E+12,10/8/2019 23:00,8189.52,8201.86,8163.19,8167.62,1697.457,1.57E+12,13883160.44,2781,604.588,4945800.508,0,,8168.39,-0.770001452,0.999905734,0,0,1,-0.35639528,,
1.57E+12,10/9/2019 0:00,8168.33,8198,8138,8180.39,2106.052,1.57E+12,17215566.67,3703,1085.807,8872176.575,0,,8182.17,-1.779998355,0.999782454,0.0001,0,1,-0.477305767,,
1.57E+12,10/9/2019 1:00,8179.88,8184,8155.22,8161.17,1010.77,1.57E+12,8257601.027,2142,187.118,1528643.887,0,,8163.35,-2.179998127,0.999732953,0,0,1,-0.525855329,,
1.57E+12,10/9/2019 2:00,8161.13,8164.81,8125,8155,1988.809,1.57E+12,16200249.66,3208,859.731,7002012.761,0,,8158.54,-3.539998665,0.999566099,0,0,1,-0.689502298,,
1.57E+12,10/9/2019 3:00,8155,8173.54,8117.98,8119.11,1421.089,1.57E+12,11573676.1,2704,517.095,4213424.626,0,,8119.76,-0.650003028,0.999919948,0,0,1,-0.342454482,,
1.57E+12,10/9/2019 4:00,8119.11,8144.86,8113,8127.71,1399.447,1.57E+12,11374267.64,2763,562.114,4569252.539,0,,8129.85,-2.139996026,0.999736773,0,0,1,-0.522108752,,
1.57E+12,10/9/2019 5:00,8127.71,8163.1,8120,8145.26,1378.484,1.57E+12,11226009.08,2783,857.058,6980300.09,0,,8148.95,-3.68999939,0.999547181,0,0,1,-0.708056683,,
1.57E+12,10/9/2019 6:00,8145.8,8167.47,8132.33,8149.6,1469.749,1.57E+12,11977899.64,2755,705.292,5750233.968,0,,8150.44,-0.840000647,0.999896938,0,0,1,-0.365022216,,
1.57E+12,10/9/2019 7:00,8149.49,8193.17,8145.98,8177.4,1482.043,1.57E+12,12109127.53,3388,511.654,4180631.096,0,,8179.6,-2.200001575,0.999731038,0,0,1,-0.527733522,,
1.57E+12,10/9/2019 8:00,8173.72,8194,8154.34,8188.37,1386.545,1.57E+12,11333683.7,3150,440.889,3603970.223,0,,8194.52,-6.150003649,0.999249498,0.0001,0,1,-1.000018043,,
1.57E+12,10/9/2019 9:00,8192.08,8219.5,8173.61,8192.41,2171.126,1.57E+12,17798375.83,4150,980.318,8036438.343,0,,8196.3,-3.889996765,0.999525396,0,0,1,-0.729422963,,
1.57E+12,10/9/2019 10:00,8193.74,8236.15,8186.19,8206.07,1816.605,1.57E+12,14916026.48,3879,899.34,7384298.106,0,,8207.16,-1.090001127,0.999867189,0,0,1,-0.394199423,,
1.57E+12,10/9/2019 11:00,8204.27,8205.74,8163.28,8183.32,1969.021,1.57E+12,16109488.71,3912,963.438,7881815.394,0,,8185.9,-2.579999218,0.999684824,0,0,1,-0.573059262,,
1.57E+12,10/9/2019 12:00,8183.32,8188.13,8159.77,8166.86,1302.436,1.57E+12,10641744.59,3308,606.026,4950995.925,0,,8169.09,-2.229998188,0.99972702,0,0,1,-0.531674293,,
1.57E+12,10/9/2019 13:00,8166.86,8238,8164.26,8237,1611.807,1.57E+12,13210998.99,3608,642.092,5266794.709,0,,8241.15,-4.149995905,0.99949643,0,0,1,-0.75783222,,
1.57E+12,10/9/2019 14:00,8234.52,8449,8230.83,8430.23,8973.138,1.57E+12,75101710.28,14782,4602.52,38523509.58,0,,8438.46,-8.229996284,0.999024704,0,0,1,-1.220491372,,
1.57E+12,10/9/2019 15:00,8429.46,8700,8428.51,8550.09,11414.152,1.57E+12,97235694.85,15952,6000.394,51125901.06,0,,8550,0.0899973,1.000010526,0,0,1,-0.253617443,,
1.57E+12,10/9/2019 16:00,8549.48,8633.31,8490.9,8557.45,5665.095,1.57E+12,48488533.19,9313,2924.632,25036898.89,0,,8566.82,-9.370002209,0.998906245,0.0001,0,1,-1.336673522,,
1.57E+12,10/9/2019 17:00,8564.42,8633.54,8554.6,8614.85,2519.977,1.57E+12,21646053.88,5216,1290.006,11081880.38,0,,8617.02,-2.169998296,0.999748173,0,0,1,-0.510927866,,
1.57E+12,10/9/2019 18:00,8612.82,8665,8571.22,8587.17,3910.257,1.57E+12,33682700.19,6363,2043.55,17603175.95,0,,8590.63,-3.459996501,0.999597236,0,0,1,-0.65896377,,
1.57E+12,10/9/2019 19:00,8587.26,8592.76,8551.68,8576.37,1502.143,1.57E+12,12878718.76,2306,723.915,6206102.282,0,,8581.98,-5.609997416,0.999346305,0,0,1,-0.90507173,,
1.57E+12,10/9/2019 20:00,8578.6,8609.35,8557.2,8562.03,1606.269,1.57E+12,13781762.08,2456,559.279,4799471.528,0,,8564.07,-2.03999573,0.999761796,0,0,1,-0.497566708,,
1.57E+12,10/9/2019 21:00,8562.09,8587.68,8518.32,8539.63,2128.734,1.57E+12,18193758.95,3780,921.796,7877445.366,0,,8542.12,-2.490002354,0.999708503,0,0,1,-0.549835386,,
1.57E+12,10/9/2019 22:00,8539.27,8608.38,8535.94,8553.52,2987.641,1.57E+12,25637422.98,4773,1463.611,12559111.01,0,,8556,-2.47999938,0.999710145,0,0,1,-0.548224946,,
1.57E+12,10/9/2019 23:00,8553.52,8595,8553.06,8559.77,2232.254,1.57E+12,19140781.91,3932,1094.5,9383445.159,0,,8560.74,-0.970000328,0.999886692,0,0,1,-0.375071282,,
1.57E+12,10/10/2019 0:00,8559.77,8589.21,8547.5,8553.73,1566.35,1.57E+12,13416986.98,2934,692.601,5931170.677,0,,8554.97,-1.240000127,0.999855055,0.0001,0,1,-0.4061002,,
1.57E+12,10/10/2019 1:00,8552.59,8560.01,8528.02,8528.25,1406.647,1.57E+12,12015876.51,2845,713.183,6092211.267,0,,8530.29,-2.040001793,0.999760852,0,0,1,-0.498492564,,
1.57E+12,10/10/2019 2:00,8528.23,8541.92,8495.7,8541.65,1854.386,1.57E+12,15803556.44,3653,942.697,8033543.167,0,,8543.58,-1.930003266,0.999774099,0,0,1,-0.485500179,,
1.57E+12,10/10/2019 3:00,8541.88,8577.05,8509.86,8541.12,1972.64,1.57E+12,16866498.71,3817,816.769,6985158.283,0,,8543.51,-2.390004205,0.999720255,0,0,1,-0.538309266,,
1.57E+12,10/10/2019 4:00,8541.74,8580.33,8541.74,8570.95,894.838,1.57E+12,7661596.88,2161,201.629,1726625.106,0,,8574.98,-4.030000501,0.999530028,0,0,1,-0.724879993,,
1.57E+12,10/10/2019 5:00,8571.35,8571.35,8538.29,8547.66,1064.115,1.57E+12,9103306.092,2387,285.092,2438653.286,0,,8551.73,-4.069999204,0.999524073,0,0,1,-0.730720534,,
1.57E+12,10/10/2019 6:00,8547.72,8598.01,8530.5,8585,1510.298,1.57E+12,12938302.02,3117,558.072,4782035.954,0,,8588.13,-3.130004095,0.999635543,0,0,1,-0.621393052,,
1.57E+12,10/10/2019 7:00,8585,8640.89,8570.6,8611.27,2256.552,1.57E+12,19426489.39,4110,1112.155,9573629.348,0,,8613.73,-2.460003764,0.999714409,0,0,1,-0.544042903,,
1.57E+12,10/10/2019 8:00,8611.75,8619.51,8541.59,8554.7,2000.66,1.57E+12,17152763.92,4292,984.823,8438920.738,0,,8556.85,-2.150002688,0.999748739,0.0001,0,1,-0.510372745,,
1.57E+12,10/10/2019 9:00,8554.52,8561.46,8490.83,8510.81,3103.465,1.57E+12,26451007.61,5508,1709.459,14573966.8,0,,8513.48,-2.669997598,0.99968638,0,0,1,-0.571533169,,
1.57E+12,10/10/2019 10:00,8510.83,8527.25,8465.84,8510.75,2719.019,1.57E+12,23108703.47,4879,1412.767,12007612.6,0,,8512.06,-1.309997522,0.999846101,0,0,1,-0.414882099,,
1.57E+12,10/10/2019 11:00,8511.94,8531.35,8492.81,8524.63,1507.814,1.57E+12,12839115.25,3191,693.256,5904029.703,0,,8524.3,0.330001226,1.000038713,0,0,1,-0.225972214,,
1.57E+12,10/10/2019 12:00,8524.66,8525.01,8419.34,8462.22,4052.429,1.57E+12,34331519.59,6147,1989.168,16850922.1,0,,8461.22,0.999997747,1.000118186,0,0,1,-0.148026731,,
1.57E+12,10/10/2019 13:00,8460.11,8493.9,8434.32,8480,1835.868,1.57E+12,15544086.36,4136,796.112,6740481.056,0,,8480,0,1,0,0,1,-0.263941127,,
1.57E+12,10/10/2019 14:00,8481.19,8508.11,8455.6,8488.71,1925.812,1.57E+12,16333470.46,3834,1041.182,8830046.128,0,,8489.98,-1.269999128,0.999850412,0,0,1,-0.410653959,,
1.57E+12,10/10/2019 15:00,8488.7,8553.99,8473.16,8536.08,1770.189,1.57E+12,15064252.9,4177,899.7,7654775.129,0,,8540.69,-4.609999701,0.999460231,0,0,1,-0.793335454,,
1.57E+12,10/10/2019 16:00,8536.03,8570.18,8510.63,8525.25,1683.094,1.57E+12,14361341.77,3721,750.817,6404417.613,0,,8526.18,-0.93000161,0.999890924,0.0001,0,1,-0.370920623,,
1.57E+12,10/10/2019 17:00,8525.22,8539.94,8487,8488.25,1393.135,1.57E+12,11868355.13,2763,460.842,3926078.528,0,,8489.87,-1.620003034,0.999809184,0,0,1,-0.451089533,,
1.57E+12,10/10/2019 18:00,8488.25,8528.89,8482.48,8517.69,1385.559,1.57E+12,11788530.33,3131,575.534,4895323.157,0,,8519.47,-1.779998426,0.999791067,0,0,1,-0.468858314,,
1.57E+12,10/10/2019 19:00,8518.61,8553.83,8517.4,8552.62,1464.598,1.57E+12,12498919.36,1743,428.589,3658107.189,0,,8554.13,-1.51000069,0.999823477,0,0,1,-0.437071253,,
1.57E+12,10/10/2019 20:00,8552.5,8573.95,8528.9,8551.88,1792.195,1.57E+12,15326723.52,2382,794.336,6794425.514,0,,8552.3,-0.420003453,0.99995089,0,0,1,-0.312107205,,
1.57E+12,10/10/2019 21:00,8551.6,8587.24,8517.61,8543.32,2008.155,1.57E+12,17167265.56,3489,886.769,7582829.5,0,,8546.76,-3.440002526,0.999597508,0,0,1,-0.658696998,,
1.57E+12,10/10/2019 22:00,8545.79,8567.22,8527.84,8559.98,1568.54,1.57E+12,13412513.11,2873,662.643,5666319.674,0,,8561,-1.020000345,0.999880855,0,0,1,-0.380796091,,
1.57E+12,10/10/2019 23:00,8559.77,8566.22,8530,8556.02,1549.31,1.57E+12,13245778.54,2571,684.046,5846821.096,0,,8558.03,-2.009998832,0.999765133,0,0,1,-0.494293847,,
