,percentage,tierBased,maker,taker,tiers,precision,limits,id,symbol,base,quote,baseId,quoteId,type,future,spot,active,info
ALCX/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.001, 'price': 0.1}","{'amount': {'min': 0.001, 'max': None}, 'price': {'min': 0.1, 'max': None}, 'cost': {'min': None, 'max': None}}",ALCX/USD,ALCX/USD,ALCX,USD,ALCX,USD,spot,False,True,True,"{'name': 'ALCX/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.1', 'sizeIncrement': '0.001', 'minProvideSize': '0.001', 'last': '481.6', 'bid': '480.6', 'ask': '481.2', 'price': '481.2', 'type': 'spot', 'baseCurrency': 'ALCX', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.0022911893355550927', 'change24h': '-0.1138121546961326', 'changeBod': '0.05433829973707274', 'quoteVolume24h': '1589240.9022', 'volumeUsd24h': '1589240.9022'}"
ALGO-PERP,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 0.0001}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': None, 'max': None}}",ALGO-PERP,ALGO-PERP,ALGO,USD,ALGO,USD,future,True,False,True,"{'name': 'ALGO-PERP', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.0001', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '1.0675', 'bid': '1.0672', 'ask': '1.0678', 'price': '1.0675', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'ALGO', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.005178907721280603', 'change24h': '0.06367078517337585', 'changeBod': '0.04431618078653884', 'quoteVolume24h': '8434877.6081', 'volumeUsd24h': '8434877.6081'}"
ALGO-0625,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 0.0001}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': None, 'max': None}}",ALGO-0625,ALGO-0625,ALGO,USD,ALGO,USD,future,True,False,True,"{'name': 'ALGO-0625', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.0001', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '1.0469', 'bid': '1.0675', 'ask': '1.0692', 'price': '1.0675', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'ALGO', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.004705882352941176', 'change24h': '0.059763724808895066', 'changeBod': '0.04646603274188805', 'quoteVolume24h': '24874.0523', 'volumeUsd24h': '24874.0523'}"
ALGO-0924,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 0.0001}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': None, 'max': None}}",ALGO-0924,ALGO-0924,ALGO,USD,ALGO,USD,future,True,False,True,"{'name': 'ALGO-0924', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.0001', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '1.0654', 'bid': '1.0883', 'ask': '1.0901', 'price': '1.0883', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'ALGO', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.004708271787296898', 'change24h': '0.06217060316220964', 'changeBod': '0.043732617243694254', 'quoteVolume24h': '51248.9506', 'volumeUsd24h': '51248.9506'}"
ALPHA-PERP,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 5e-05}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 5e-05, 'max': None}, 'cost': {'min': None, 'max': None}}",ALPHA-PERP,ALPHA-PERP,ALPHA,USD,ALPHA,USD,future,True,False,True,"{'name': 'ALPHA-PERP', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.00005', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.61165', 'bid': '0.6112', 'ask': '0.61185', 'price': '0.61165', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'ALPHA', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.003116031160311603', 'change24h': '-0.014103803997421019', 'changeBod': '0.033891142663962134', 'quoteVolume24h': '5112127.86225', 'volumeUsd24h': '5112127.86225'}"
ALPHA/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 5e-05}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 5e-05, 'max': None}, 'cost': {'min': None, 'max': None}}",ALPHA/USD,ALPHA/USD,ALPHA,USD,ALPHA,USD,spot,False,True,True,"{'name': 'ALPHA/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.00005', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.61155', 'bid': '0.6112', 'ask': '0.61155', 'price': '0.61155', 'type': 'spot', 'baseCurrency': 'ALPHA', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.0030342791536821386', 'change24h': '-0.013151524931418428', 'changeBod': '0.03372210953346856', 'quoteVolume24h': '404267.86665', 'volumeUsd24h': '404267.86665'}"
ALT-PERP,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.001, 'price': 0.05}","{'amount': {'min': 0.001, 'max': None}, 'price': {'min': 0.05, 'max': None}, 'cost': {'min': None, 'max': None}}",ALT-PERP,ALT-PERP,ALT,USD,ALT,USD,future,True,False,True,"{'name': 'ALT-PERP', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.05', 'sizeIncrement': '0.001', 'minProvideSize': '0.001', 'last': '3848.4', 'bid': '3847.45', 'ask': '3850.55', 'price': '3848.4', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'ALT', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.0023571698334353473', 'change24h': '0.01192463943413839', 'changeBod': '0.020457408021213125', 'quoteVolume24h': '7973708.4666', 'volumeUsd24h': '7973708.4666'}"
ALT-0625,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.001, 'price': 0.05}","{'amount': {'min': 0.001, 'max': None}, 'price': {'min': 0.05, 'max': None}, 'cost': {'min': None, 'max': None}}",ALT-0625,ALT-0625,ALT,USD,ALT,USD,future,True,False,True,"{'name': 'ALT-0625', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.05', 'sizeIncrement': '0.001', 'minProvideSize': '0.001', 'last': '3830.3', 'bid': '3831.05', 'ask': '3838.15', 'price': '3831.05', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'ALT', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.00019580711693601024', 'change24h': '0.010591152496768577', 'changeBod': '0.0204160451736629', 'quoteVolume24h': '18307.92815', 'volumeUsd24h': '18307.92815'}"
ALT-0924,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.001, 'price': 0.05}","{'amount': {'min': 0.001, 'max': None}, 'price': {'min': 0.05, 'max': None}, 'cost': {'min': None, 'max': None}}",ALT-0924,ALT-0924,ALT,USD,ALT,USD,future,True,False,True,"{'name': 'ALT-0924', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.05', 'sizeIncrement': '0.001', 'minProvideSize': '0.001', 'last': '3844.8', 'bid': '3859.5', 'ask': '3866.25', 'price': '3859.5', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'ALT', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.0015960138580715481', 'change24h': '0.010340314136125654', 'changeBod': '0.02054577185467238', 'quoteVolume24h': '251639.7667', 'volumeUsd24h': '251639.7667'}"
AMC-0625,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.1, 'price': 0.0025}","{'amount': {'min': 0.1, 'max': None}, 'price': {'min': 0.0025, 'max': None}, 'cost': {'min': None, 'max': None}}",AMC-0625,AMC-0625,AMC,USD,AMC,USD,future,True,False,True,"{'name': 'AMC-0625', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.0025', 'sizeIncrement': '0.1', 'minProvideSize': '0.1', 'last': '61.92', 'bid': '61.725', 'ask': '62.045', 'price': '61.92', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'AMC', 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': False, 'change1h': '0.041459927676393914', 'change24h': '0.16929468416580115', 'changeBod': '0.11567567567567567', 'quoteVolume24h': '189499.2465', 'volumeUsd24h': '189499.2465'}"
AMC-0924,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.1, 'price': 0.0025}","{'amount': {'min': 0.1, 'max': None}, 'price': {'min': 0.0025, 'max': None}, 'cost': {'min': None, 'max': None}}",AMC-0924,AMC-0924,AMC,USD,AMC,USD,future,True,False,True,"{'name': 'AMC-0924', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.0025', 'sizeIncrement': '0.1', 'minProvideSize': '0.1', 'last': '61.45', 'bid': '61.375', 'ask': '61.705', 'price': '61.45', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'AMC', 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': False, 'change1h': '0.043958377574856655', 'change24h': '0.16080283353010627', 'changeBod': '0.118594702830618', 'quoteVolume24h': '71381.60675', 'volumeUsd24h': '71381.60675'}"
AMC/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.1, 'price': 0.0025}","{'amount': {'min': 0.1, 'max': None}, 'price': {'min': 0.0025, 'max': None}, 'cost': {'min': None, 'max': None}}",AMC/USD,AMC/USD,AMC,USD,AMC,USD,spot,False,True,True,"{'name': 'AMC/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.0025', 'sizeIncrement': '0.1', 'minProvideSize': '0.1', 'last': '61.5375', 'bid': '61.68', 'ask': '62.26', 'price': '61.68', 'type': 'spot', 'baseCurrency': 'AMC', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': True, 'change1h': '0.038165369240479696', 'change24h': '0.15651807059485304', 'changeBod': '0.11729010053437189', 'quoteVolume24h': '43700.39325', 'volumeUsd24h': '43700.39325'}"
AMD-0625,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.01}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.01, 'max': None}, 'cost': {'min': None, 'max': None}}",AMD-0625,AMD-0625,AMD,USD,AMD,USD,future,True,False,True,"{'name': 'AMD-0625', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.01', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '83.63', 'bid': '84.33', 'ask': '84.38', 'price': '84.33', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'AMD', 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': False, 'change1h': '0.008370202080593088', 'change24h': '0.04485193904101103', 'changeBod': '0.061155152887882216', 'quoteVolume24h': '10118.0917', 'volumeUsd24h': '10118.0917'}"
AMD-0924,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.01}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.01, 'max': None}, 'cost': {'min': None, 'max': None}}",AMD-0924,AMD-0924,AMD,USD,AMD,USD,future,True,False,True,"{'name': 'AMD-0924', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.01', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '83.74', 'bid': '84.36', 'ask': '84.51', 'price': '84.36', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'AMD', 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': False, 'change1h': '0.00872892502690422', 'change24h': '0.04354280059376546', 'changeBod': '0.05529146860145109', 'quoteVolume24h': '17523.8297', 'volumeUsd24h': '17523.8297'}"
AMD/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.01}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.01, 'max': None}, 'cost': {'min': None, 'max': None}}",AMD/USD,AMD/USD,AMD,USD,AMD,USD,spot,False,True,True,"{'name': 'AMD/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.01', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '84.41', 'bid': '84.25', 'ask': '84.41', 'price': '84.41', 'type': 'spot', 'baseCurrency': 'AMD', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': True, 'change1h': '0.010777152436833913', 'change24h': '0.044807525683871766', 'changeBod': '0.054861284678830294', 'quoteVolume24h': '42801.4886', 'volumeUsd24h': '42801.4886'}"
AMPL-PERP,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 10.0, 'price': 0.0001}","{'amount': {'min': 10.0, 'max': None}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': None, 'max': None}}",AMPL-PERP,AMPL-PERP,AMPL,USD,AMPL,USD,future,True,False,True,"{'name': 'AMPL-PERP', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.0001', 'sizeIncrement': '10.0', 'minProvideSize': '10.0', 'last': '0.9272', 'bid': '0.9312', 'ask': '0.9411', 'price': '0.9312', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'AMPL', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.004747518342684506', 'change24h': '0.006702702702702703', 'changeBod': '0.01648291671214933', 'quoteVolume24h': '48602.202', 'volumeUsd24h': '48602.202'}"
AMPL/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 0.0001}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': None, 'max': None}}",AMPL/USD,AMPL/USD,AMPL,USD,AMPL,USD,spot,False,True,True,"{'name': 'AMPL/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.0001', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.9358', 'bid': '0.9257', 'ask': '0.9358', 'price': '0.9358', 'type': 'spot', 'baseCurrency': 'AMPL', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.0007485830392471393', 'change24h': '0.006344768254651038', 'changeBod': '0.025197195442594217', 'quoteVolume24h': '16407.3565', 'volumeUsd24h': '16407.3565'}"
AMPL/USDT,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 0.0001}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': None, 'max': None}}",AMPL/USDT,AMPL/USDT,AMPL,USDT,AMPL,USDT,spot,False,True,True,"{'name': 'AMPL/USDT', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.0001', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.9367', 'bid': '0.9272', 'ask': '0.9367', 'price': '0.9367', 'type': 'spot', 'baseCurrency': 'AMPL', 'quoteCurrency': 'USDT', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.006554910810229959', 'change24h': '0.006554910810229959', 'changeBod': '0.02550908692796146', 'quoteVolume24h': '26605.9631', 'volumeUsd24h': '26605.530753099625'}"
AMZN-0625,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.001, 'price': 0.1}","{'amount': {'min': 0.001, 'max': None}, 'price': {'min': 0.1, 'max': None}, 'cost': {'min': None, 'max': None}}",AMZN-0625,AMZN-0625,AMZN,USD,AMZN,USD,future,True,False,True,"{'name': 'AMZN-0625', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.1', 'sizeIncrement': '0.001', 'minProvideSize': '0.001', 'last': '3459.8', 'bid': '3468.2', 'ask': '3469.8', 'price': '3468.2', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'AMZN', 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': False, 'change1h': '0.008520166332257408', 'change24h': '0.018321686534734864', 'changeBod': '0.017873389487277316', 'quoteVolume24h': '2259.9967', 'volumeUsd24h': '2259.9967'}"
