symbol,fundingTime,fundingRate,Day
ETHUSD_PERP,1597737600000,0.00128727,2020-08-18 08:00:00
ETHUSD_PERP,1597766400000,-0.00101749,2020-08-18 16:00:00
ETHUSD_PERP,1597795200000,-0.00082209,2020-08-19 00:00:00
ETHUSD_PERP,1597824000000,0.00052355,2020-08-19 08:00:00
ETHUSD_PERP,1597852800000,0.00057259,2020-08-19 16:00:00
ETHUSD_PERP,1597881600000,0.00200028,2020-08-20 00:00:00
ETHUSD_PERP,1597910400000,0.00031083,2020-08-20 08:00:00
ETHUSD_PERP,1597939200000,0.00074419,2020-08-20 16:00:00
ETHUSD_PERP,1597968000000,0.00055498,2020-08-21 00:00:00
ETHUSD_PERP,1597996800000,0.00037533,2020-08-21 08:00:00
ETHUSD_PERP,1598025600000,0.00010000,2020-08-21 16:00:00
ETHUSD_PERP,1598054400000,0.00049330,2020-08-22 00:00:00
ETHUSD_PERP,1598083200000,0.00010000,2020-08-22 08:00:00
ETHUSD_PERP,1598112000000,0.00010000,2020-08-22 16:00:00
ETHUSD_PERP,1598140800000,0.00010000,2020-08-23 00:00:00
ETHUSD_PERP,1598169600000,0.00075741,2020-08-23 08:00:00
ETHUSD_PERP,1598198400000,0.00023668,2020-08-23 16:00:00
ETHUSD_PERP,1598227200000,0.00010496,2020-08-24 00:00:00
ETHUSD_PERP,1598256000000,0.00081562,2020-08-24 08:00:00
ETHUSD_PERP,1598284800000,0.00010000,2020-08-24 16:00:00
ETHUSD_PERP,1598313600000,0.00010000,2020-08-25 00:00:00
ETHUSD_PERP,1598342400000,0.00116924,2020-08-25 08:00:00
ETHUSD_PERP,1598371200000,0.00064050,2020-08-25 16:00:00
ETHUSD_PERP,1598400000000,0.00058785,2020-08-26 00:00:00
ETHUSD_PERP,1598428800000,0.00013734,2020-08-26 08:00:00
ETHUSD_PERP,1598457600000,0.00010000,2020-08-26 16:00:00
ETHUSD_PERP,1598486400000,0.00010000,2020-08-27 00:00:00
ETHUSD_PERP,1598515200000,0.00041649,2020-08-27 08:00:00
ETHUSD_PERP,1598544000000,0.00025473,2020-08-27 16:00:00
ETHUSD_PERP,1598572800000,0.00103812,2020-08-28 00:00:00
ETHUSD_PERP,1598601600000,0.00026122,2020-08-28 08:00:00
ETHUSD_PERP,1598630400000,0.00018846,2020-08-28 16:00:00
ETHUSD_PERP,1598659200000,0.00010000,2020-08-29 00:00:00
ETHUSD_PERP,1598688000000,0.00038101,2020-08-29 08:00:00
ETHUSD_PERP,1598716800000,0.00053479,2020-08-29 16:00:00
ETHUSD_PERP,1598745600000,0.00010000,2020-08-30 00:00:00
ETHUSD_PERP,1598774400000,0.00078139,2020-08-30 08:00:00
ETHUSD_PERP,1598803200000,0.00080630,2020-08-30 16:00:00
