date,open,high,low,close
2020-02-10 08:00:00,25.07,25.906999999999996,24.78,25.053
2020-02-10 09:00:00,25.054000000000002,25.054000000000002,24.1,24.65
2020-02-10 10:00:00,24.653000000000002,24.898000000000003,24.031,24.816
2020-02-10 11:00:00,24.819000000000003,24.89,24.261999999999997,24.555
2020-02-10 12:00:00,24.554000000000002,25.079,24.38,24.906999999999996
2020-02-10 13:00:00,24.893,25.401,24.891,25.048000000000002
2020-02-10 14:00:00,25.046999999999997,25.2,24.7,24.899
2020-02-10 15:00:00,24.894000000000002,25.295,24.889,25.113000000000003
2020-02-10 16:00:00,25.105,25.55,25.105,25.23
2020-02-10 17:00:00,25.23,25.5,25.066,25.464000000000002
2020-02-10 18:00:00,25.463,25.486,25.273000000000003,25.273000000000003
2020-02-10 19:00:00,25.28,25.503,25.263,25.410999999999998
2020-02-10 20:00:00,25.410999999999998,25.636,25.383000000000003,25.383000000000003
2020-02-10 21:00:00,25.383000000000003,25.41,25.2,25.322
2020-02-10 22:00:00,25.322,25.339000000000002,24.923000000000002,25.123
2020-02-10 23:00:00,25.123,25.462,25.123,25.189
2020-02-11 00:00:00,25.19,25.264,24.8,24.941
2020-02-11 01:00:00,24.965999999999998,25.136,24.895,24.967
2020-02-11 02:00:00,24.967,25.131,24.55,24.666
2020-02-11 03:00:00,24.666,24.89,24.479,24.721999999999998
2020-02-11 04:00:00,24.718000000000004,24.721999999999998,24.35,24.389
2020-02-11 05:00:00,24.381,24.570999999999998,24.375,24.375
2020-02-11 06:00:00,24.375999999999998,24.563000000000002,24.25,24.331
2020-02-11 07:00:00,24.33,24.56,24.28,24.53
2020-02-11 08:00:00,24.53,24.823,24.475,24.801
2020-02-11 09:00:00,24.803,25.18,24.761,24.851999999999997
2020-02-11 10:00:00,24.851,25.0,24.725,24.963
2020-02-11 11:00:00,24.963,25.0,24.725,24.975
2020-02-11 12:00:00,24.974,25.331999999999997,24.951999999999998,25.145
2020-02-11 13:00:00,25.146,25.243000000000002,24.9,24.954
2020-02-11 14:00:00,24.955,25.111,24.81,24.81
2020-02-11 15:00:00,24.814,25.29,24.814,25.094
2020-02-11 16:00:00,25.081,25.25,24.825,25.116999999999997
2020-02-11 17:00:00,25.116,25.864,25.116,25.781999999999996
2020-02-11 18:00:00,25.781,25.804000000000002,25.278000000000002,25.32
2020-02-11 19:00:00,25.331999999999997,25.6,25.298000000000002,25.6
2020-02-11 20:00:00,25.599,25.641,25.395,25.526999999999997
2020-02-11 21:00:00,25.523000000000003,25.535,25.266,25.366
2020-02-11 22:00:00,25.358,25.55,25.305,25.549
2020-02-11 23:00:00,25.543000000000003,25.75,25.541,25.705
2020-02-12 00:00:00,25.705,25.976999999999997,25.605,25.89
2020-02-12 01:00:00,25.885,25.921,25.666,25.671
2020-02-12 02:00:00,25.671,25.678,25.346999999999998,25.605
2020-02-12 03:00:00,25.628,25.693,25.491,25.625999999999998
2020-02-12 04:00:00,25.625999999999998,25.816999999999997,25.625999999999998,25.723000000000003
2020-02-12 05:00:00,25.721,25.726999999999997,25.55,25.689
2020-02-12 06:00:00,25.684,25.685,25.5,25.568
2020-02-12 07:00:00,25.568,26.087,25.499000000000002,25.918000000000003
2020-02-12 08:00:00,25.918000000000003,25.971,25.697,25.819000000000003
2020-02-12 09:00:00,25.824,25.859,25.55,25.713
2020-02-12 10:00:00,25.686,25.823,25.611,25.73
2020-02-12 11:00:00,25.735,25.955,25.729,25.862
2020-02-12 12:00:00,25.869,25.879,25.599,25.6
2020-02-12 13:00:00,25.596,25.871,25.5,25.819000000000003
2020-02-12 14:00:00,25.820999999999998,25.918000000000003,25.391,25.615
2020-02-12 15:00:00,25.615,25.635,25.373,25.518
2020-02-12 16:00:00,25.518,25.71,25.494,25.601
2020-02-12 17:00:00,25.578000000000003,25.694000000000003,25.473000000000003,25.584
2020-02-12 18:00:00,25.584,25.758000000000003,25.531,25.754
2020-02-12 19:00:00,25.754,25.8,25.693,25.763
2020-02-12 20:00:00,25.765,25.9,25.750999999999998,25.77
2020-02-12 21:00:00,25.77,26.665,25.631,26.633000000000003
2020-02-12 22:00:00,26.642,26.98,26.555,26.82
2020-02-12 23:00:00,26.833000000000002,26.886999999999997,26.18,26.451
2020-02-13 00:00:00,26.451999999999998,27.397,26.285,27.2
2020-02-13 01:00:00,27.2,27.288,26.844,27.07
2020-02-13 02:00:00,27.069000000000003,27.07,26.713,26.741
2020-02-13 03:00:00,26.741,26.88,26.44,26.465999999999998
2020-02-13 04:00:00,26.465999999999998,26.822,26.465999999999998,26.511
2020-02-13 05:00:00,26.511,26.552,26.287,26.353
2020-02-13 06:00:00,26.353,26.435,25.923000000000002,26.16
2020-02-13 07:00:00,26.16,26.381999999999998,25.733,25.838
2020-02-13 08:00:00,25.829,26.026999999999997,24.611,25.302
2020-02-13 09:00:00,25.302,25.324,24.91,25.149
2020-02-13 10:00:00,25.149,25.46,24.796,25.294
2020-02-13 11:00:00,25.296999999999997,25.308000000000003,24.58,24.951
2020-02-13 12:00:00,24.978,25.55,24.836,25.414
2020-02-13 13:00:00,25.414,26.38,25.384,25.791999999999998
2020-02-13 14:00:00,25.93,26.2,25.375,25.955
2020-02-13 15:00:00,25.955,25.987,25.458000000000002,25.638
2020-02-13 16:00:00,25.638,25.83,25.362,25.362
2020-02-13 17:00:00,25.38,25.557,25.18,25.464000000000002
2020-02-13 18:00:00,25.46,25.573,25.353,25.462
2020-02-13 19:00:00,25.484,25.566,25.435,25.479
2020-02-13 20:00:00,25.479,25.5,25.171999999999997,25.189
2020-02-13 21:00:00,25.19,25.289,24.996,25.019000000000002
2020-02-13 22:00:00,25.041,25.511,25.031,25.381999999999998
2020-02-13 23:00:00,25.383000000000003,25.546999999999997,25.368000000000002,25.456
2020-02-14 00:00:00,25.455,25.92,25.261,25.901999999999997
2020-02-14 01:00:00,25.906,25.968000000000004,25.553,25.609
2020-02-14 02:00:00,25.616999999999997,26.0,25.589000000000002,25.989
2020-02-14 03:00:00,25.99,26.160999999999998,25.758000000000003,25.918000000000003
2020-02-14 04:00:00,25.932,25.948,25.46,25.570999999999998
2020-02-14 05:00:00,25.564,25.596999999999998,25.265,25.326
2020-02-14 06:00:00,25.343000000000004,25.425,25.206,25.366
2020-02-14 07:00:00,25.37,25.469,25.043000000000003,25.191999999999997
2020-02-14 08:00:00,25.193,25.5,25.134,25.366
2020-02-14 09:00:00,25.366999999999997,25.889,25.365,25.721999999999998
2020-02-14 10:00:00,25.721999999999998,25.820999999999998,25.546999999999997,25.678
2020-02-14 11:00:00,25.655,25.666999999999998,25.495,25.590999999999998
2020-02-14 12:00:00,25.595,25.78,25.590999999999998,25.739
2020-02-14 13:00:00,25.739,25.739,25.594,25.594
2020-02-14 14:00:00,25.594,26.03,25.594,25.749000000000002
2020-02-14 15:00:00,25.75,25.967,25.706,25.752
2020-02-14 16:00:00,25.749000000000002,26.116999999999997,25.74,26.116999999999997
2020-02-14 17:00:00,26.116999999999997,26.449,26.070999999999998,26.32
2020-02-14 18:00:00,26.320999999999998,26.65,26.279,26.58
2020-02-14 19:00:00,26.581999999999997,26.697,26.22,26.322
2020-02-14 20:00:00,26.320999999999998,26.385,26.144000000000002,26.258000000000003
2020-02-14 21:00:00,26.258000000000003,26.42,26.197,26.214000000000002
2020-02-14 22:00:00,26.215,26.369,25.954,26.343000000000004
2020-02-14 23:00:00,26.343000000000004,26.418000000000003,26.19,26.384
2020-02-15 00:00:00,26.373,26.476999999999997,26.25,26.287
2020-02-15 01:00:00,26.288,26.432,25.774,25.855999999999998
2020-02-15 02:00:00,25.835,25.967,25.629,25.715999999999998
2020-02-15 03:00:00,25.717,25.895,25.682,25.865
2020-02-15 04:00:00,25.865,25.9,25.648000000000003,25.725
2020-02-15 05:00:00,25.725,25.745,25.634,25.64
2020-02-15 06:00:00,25.639,25.936999999999998,25.511999999999997,25.866999999999997
2020-02-15 07:00:00,25.866999999999997,25.885,25.601,25.704
2020-02-15 08:00:00,25.694000000000003,25.9,25.654,25.9
2020-02-15 09:00:00,25.9,26.085,25.855999999999998,26.063000000000002
2020-02-15 10:00:00,26.068,26.52,26.054000000000002,26.256
2020-02-15 11:00:00,26.254,26.6,26.2,26.361
2020-02-15 12:00:00,26.366,26.375,26.079,26.23
2020-02-15 13:00:00,26.229,26.23,26.0,26.22
2020-02-15 14:00:00,26.221,26.44,26.22,26.345
2020-02-15 15:00:00,26.346,26.44,24.66,25.305999999999997
2020-02-15 16:00:00,25.276999999999997,25.939,24.0,24.035999999999998
2020-02-15 17:00:00,24.038,24.998,23.791,23.889
2020-02-15 18:00:00,23.886999999999997,24.333000000000002,23.25,24.331
2020-02-15 19:00:00,24.37,24.480999999999998,23.910999999999998,24.028000000000002
2020-02-15 20:00:00,24.000999999999998,24.3,23.95,24.139
2020-02-15 21:00:00,24.173000000000002,24.4,24.12,24.255
2020-02-15 22:00:00,24.255,24.385,24.151999999999997,24.201999999999998
2020-02-15 23:00:00,24.203000000000003,24.319000000000003,23.773000000000003,24.239
2020-02-16 00:00:00,24.225,24.436999999999998,23.741,24.298000000000002
2020-02-16 01:00:00,24.298000000000002,24.892,24.183000000000003,24.855999999999998
2020-02-16 02:00:00,24.866,25.26,24.654,25.26
2020-02-16 03:00:00,25.246,25.302,24.854,24.872
2020-02-16 04:00:00,24.871,24.945999999999998,24.6,24.878
2020-02-16 05:00:00,24.875999999999998,24.971999999999998,24.52,24.726999999999997
2020-02-16 06:00:00,24.73,24.845,24.588,24.758000000000003
2020-02-16 07:00:00,24.766,24.855999999999998,24.612,24.686999999999998
2020-02-16 08:00:00,24.684,24.859,24.408,24.726
2020-02-16 09:00:00,24.703000000000003,24.873,24.555,24.638
2020-02-16 10:00:00,24.641,24.7,24.134,24.151
2020-02-16 11:00:00,24.186999999999998,24.469,24.134,24.224
2020-02-16 12:00:00,24.221999999999998,24.428,23.865,23.98
2020-02-16 13:00:00,23.982,24.151999999999997,23.37,24.015
2020-02-16 14:00:00,24.013,24.3,23.604,23.643
2020-02-16 15:00:00,23.645,23.835,23.15,23.295
2020-02-16 16:00:00,23.287,23.54,21.78,22.448
2020-02-16 17:00:00,22.375,23.241,22.175,22.774
2020-02-16 18:00:00,22.778000000000002,23.38,22.744,23.248
2020-02-16 19:00:00,23.250999999999998,23.250999999999998,22.561,22.855
2020-02-16 20:00:00,22.835,23.085,22.691,22.87
2020-02-16 21:00:00,22.871,23.072,22.7,22.736
2020-02-16 22:00:00,22.738000000000003,23.283,22.701,23.252
2020-02-16 23:00:00,23.253,23.714000000000002,23.208000000000002,23.389
